geo_level,id,percent25,percent50,percent75
OK,IM601,21.6,30.07,56
OK,IM606,24.8,36.86,64
OK,IM616,20,28.13,48
OK,IM627,30.4,43.65,75.2
OK,LT105,7.2,8.73,14.4
OK,LT106,7.2,8.73,14.4
OK,LT211,1.6,1.94,3.2
OK,LT213,3.2,3.88,6.4
OK,LT219,6.4,8.73,16
OK,LT313,20,24.25,41.6
OK,LT315,12,14.55,24
OK,LT403,66.4,92.15,156.8
OK,LT503,12,14.55,35.2
OK,OV116,53.6,73.72,124.8
OK,OV307,32,43.65,73.6
OK,OV411,132.8,186.24,390.4
OK,OV412,132.8,186.24,390.4
OK,OV521,440.8,610.13,1051.2
OK,PX207,7731.2,11575.98,23508.8
OR,IM104,353.6,518.95,1153.6
OR,IM211,1188,1741.15,3350.4
OR,IM403,203.2,308.46,582.4
OR,IM407,210.4,300.7,564.8
OR,IM601,44,65.96,126.4
OR,IM606,50.4,64.02,128
OR,IM627,57.6,82.45,160
OR,LT105,8.8,11.64,20.8
OR,LT106,7.2,11.64,22.4
OR,LT211,1.6,1.94,4.8
OR,LT213,3.2,4.85,8
OR,LT219,7.2,10.67,20.8
OR,LT313,24.8,32.01,62.4
OR,LT315,14.4,19.4,33.6
OR,LT403,133.6,167.81,329.6
OR,OV116,108,132.89,265.6
OR,OV307,51.2,79.54,153.6
OR,OV411,189.6,338.53,692.8
OR,OV412,189.6,338.53,692.8
OR,OV521,596.8,801.22,1470.4
PA,ES001,575.2,936.05,2200
PA,IM104,234.4,535.44,1356.8
PA,IM211,861.6,1709.14,4360
PA,IM403,124,193.03,384
PA,IM407,105.6,183.33,352
PA,IM601,25.6,32.98,62.4
PA,IM606,31.2,43.65,86.4
PA,IM616,24,33.95,73.6
PA,IM627,36,48.5,97.6
PA,LT105,5.6,8.73,16
PA,LT106,5.6,8.73,16
PA,LT211,1.6,2.91,4.8
PA,LT213,2.4,3.88,6.4
PA,LT219,5.6,8.73,14.4
PA,LT313,14.4,22.31,40
PA,LT315,8.8,13.58,24
PA,LT403,68.8,97,211.2
PA,OV116,53.6,75.66,164.8
PA,OV307,30.4,44.62,88
PA,OV411,146.4,217.28,500.8
PA,OV412,146.4,217.28,500.8
PA,OV521,427.2,576.18,1096
PA,PX207,5386.4,9537.04,22166.4
RI,ES001,524,860.39,2289.6
RI,IM403,135.2,165.87,289.6
RI,IM407,116.8,150.35,270.4
RI,IM601,30.4,36.86,118.4
RI,IM606,36,43.65,73.6
RI,IM616,28,33.95,56
RI,IM627,40,48.5,83.2
RI,LT105,5.6,6.79,11.2
RI,LT106,6.4,7.76,12.8
RI,LT211,1.6,1.94,3.2
RI,LT313,15.2,19.4,35.2
RI,LT315,8,11.64,22.4
RI,LT403,74.4,97.97,174.4
RI,OV116,60,80.51,145.6
RI,OV307,36.8,48.5,86.4
SC,ES001,631.2,945.75,1803.2
SC,IM104,383.2,707.13,1590.4
SC,IM211,1016,1792.56,3497.6
SC,IM403,120,173.63,382.4
SC,IM407,114.4,143.56,315.2
SC,IM601,25.6,41.71,91.2
SC,IM606,31.2,46.56,102.4
SC,IM616,26.4,42.68,70.4
SC,IM627,35.2,54.32,115.2
SC,LT105,9.6,16.49,33.6
SC,LT106,8,13.58,24
SC,LT211,4.8,5.82,11.2
SC,LT213,4.8,7.76,14.4
SC,LT219,9.6,17.46,35.2
SC,LT313,20,32.01,70.4
SC,LT315,19.2,30.07,57.6
SC,LT403,76.8,104.76,192
SC,LT503,30.4,38.8,73.6
SC,OV116,48,69.84,126.4
SC,OV307,29.6,41.71,80
SC,OV411,141.6,198.85,398.4
SC,OV412,141.6,198.85,398.4
SC,OV521,442.4,607.22,1105.6
SC,PX207,7833.6,12093.96,26838.4
SD,IM601,46.4,62.08,104
SD,IM606,60.8,74.69,123.2
SD,IM627,68.8,83.42,137.6
SD,LT105,7.2,8.73,14.4
SD,LT106,8,9.7,16
SD,LT211,2.4,2.91,4.8
SD,LT213,4,4.85,8
SD,LT219,7.2,8.73,16
SD,LT313,20,24.25,40
SD,LT315,12,14.55,24
SD,LT403,121.6,160.05,267.2
SD,OV116,93.6,125.13,209.6
SD,OV307,31.2,74.69,126.4
TN,ES001,596.8,1013.65,2284.8
TN,IM104,168.8,261.9,660.8
TN,IM211,505.6,753.69,1715.2
TN,IM403,117.6,171.69,353.6
TN,IM407,116.8,161.99,344
TN,IM601,23.2,33.95,76.8
TN,IM606,31.2,49.47,102.4
TN,IM616,24,39.77,75.2
TN,IM627,37.6,62.08,120
TN,LT105,4,4.85,12.8
TN,LT106,4.8,6.79,14.4
TN,LT211,1.6,1.94,3.2
TN,LT213,2.4,2.91,6.4
TN,LT219,4,6.79,14.4
TN,LT313,11.2,16.49,38.4
TN,LT315,8,9.7,24
TN,LT403,72.8,102.82,225.6
TN,LT503,8,10.67,24
TN,OV116,56.8,80.51,176
TN,OV307,33.6,46.56,99.2
TN,OV411,171.2,253.17,577.6
TN,OV412,171.2,253.17,577.6
TN,OV521,444.8,588.79,1096
TN,PX207,3790.4,6773.51,14048
TX,ES001,602.4,1059.24,2528
TX,IM104,380.8,709.07,1942.4
TX,IM211,998.4,1738.24,4411.2
TX,IM403,94.4,124.16,294.4
TX,IM407,85.6,131.92,332.8
TX,IM601,21.6,32.01,68.8
TX,IM606,25.6,37.83,83.2
TX,IM616,19.2,25.22,59.2
TX,IM627,29.6,46.56,99.2
TX,LT105,4.8,7.76,17.6
TX,LT106,4.8,7.76,17.6
TX,LT211,1.6,1.94,4.8
TX,LT213,1.6,2.91,6.4
TX,LT219,4.8,7.76,16
TX,LT313,12.8,22.31,49.6
TX,LT315,8,13.58,30.4
TX,LT403,68.8,96.03,195.2
TX,LT503,7.2,8.73,22.4
TX,OV116,55.2,75.66,152
TX,OV307,31.2,44.62,81.6
TX,OV411,133.6,177.51,382.4
TX,OV412,133.6,177.51,382.4
TX,OV521,413.6,563.57,1049.6
TX,PX207,6098.4,10485.7,23179.2
UT,ES001,788.8,1164.97,2492.8
UT,IM104,388.8,1060.21,2027.2
UT,IM211,1325.6,2593.78,5257.6
UT,IM403,171.2,210.49,374.4
UT,IM601,26.4,39.77,76.8
UT,IM606,32.8,54.32,91.2
UT,IM616,28,40.74,70.4
UT,IM627,43.2,61.11,105.6
UT,LT105,6.4,7.76,16
UT,LT106,6.4,8.73,14.4
UT,LT211,1.6,2.91,4.8
UT,LT213,2.4,3.88,6.4
UT,LT219,5.6,7.76,17.6
UT,LT313,14.4,22.31,36.8
UT,LT315,10.4,14.55,30.4
UT,LT403,80.8,120.28,211.2
UT,OV116,62.4,89.24,158.4
UT,OV307,36.8,53.35,91.2
UT,OV411,181.6,275.48,556.8
UT,OV412,181.6,275.48,556.8
UT,OV521,469.6,621.77,1172.8
UT,PX207,5716,10167.54,21726.4
VA,ES001,843.2,1259.06,2908.8
VA,IM104,572.8,1111.62,2755.2
VA,IM211,1540,2504.54,5353.6
VA,IM403,117.6,175.57,371.2
VA,IM407,111.2,161.02,308.8
VA,IM601,26.4,34.92,76.8
VA,IM606,32.8,42.68,83.2
VA,IM616,24.8,37.83,81.6
VA,IM627,36.8,50.44,102.4
VA,LT105,5.6,8.73,17.6
VA,LT106,6.4,9.7,22.4
VA,LT211,1.6,1.94,4.8
VA,LT213,2.4,3.88,9.6
VA,LT219,6.4,9.7,16
VA,LT313,17.6,26.19,49.6
VA,LT315,11.2,15.52,25.6
VA,LT403,73.6,97.97,169.6
VA,OV116,58.4,78.57,132.8
VA,OV307,35.2,45.59,80
VA,OV411,132,171.69,372.8
VA,OV412,132,171.69,372.8
VA,OV521,401.6,532.53,1012.8
VA,PX207,5867.2,10257.75,23273.6
VT,IM403,143.2,178.48,299.2
VT,LT105,8,9.7,16
VT,LT211,4,4.85,8
VT,LT403,85.6,113.49,203.2
VT,OV116,64.8,87.3,144
VT,OV307,44,53.35,92.8
VT,OV411,200.8,244.44,403.2
VT,OV412,200.8,244.44,403.2
WA,ES001,724,1085.43,2444.8
WA,IM104,306.4,524.77,1657.6
WA,IM211,968.8,1392.92,3692.8
WA,IM403,153.6,217.28,526.4
WA,IM407,140,220.19,473.6
WA,IM601,37.6,56.26,113.6
WA,IM606,43.2,65.96,129.6
WA,IM616,28.8,45.59,96
WA,IM627,48.8,75.66,145.6
WA,LT105,7.2,9.7,19.2
WA,LT106,9.6,11.64,24
WA,LT211,2.4,2.91,4.8
WA,LT213,4,5.82,11.2
WA,LT219,7.2,11.64,22.4
WA,LT313,27.2,35.89,62.4
WA,LT315,16,19.4,36.8
WA,LT403,96.8,127.07,283.2
WA,LT503,16,19.4,43.2
WA,OV116,78.4,99.91,227.2
WA,OV307,44,59.17,124.8
WA,OV411,188,297.79,569.6
WA,OV412,188,297.79,569.6
WA,OV521,553.6,776.97,1430.4
WA,PX207,8897.6,13414.13,29132.8
WI,ES001,671.2,1126.17,2536
WI,IM104,841.6,1367.7,3240
WI,IM211,1910.4,4226.29,8286.4
WI,IM403,174.4,335.62,683.2
WI,IM407,236.8,328.83,726.4
WI,IM601,33.6,56.26,142.4
WI,IM606,44,81.48,190.4
WI,IM627,52.8,98.94,252.8
WI,LT105,8,14.55,46.4
WI,LT106,6.4,10.67,32
WI,LT211,2.4,2.91,11.2
WI,LT213,3.2,4.85,17.6
WI,LT219,8,17.46,49.6
WI,LT313,14.4,25.22,91.2
WI,LT315,12.8,19.4,64
WI,LT403,76.8,116.4,291.2
WI,LT503,6.4,23.28,56
WI,OV116,58.4,86.33,217.6
WI,OV307,35.2,47.53,123.2
WI,OV411,220.8,388,771.2
WI,OV412,220.8,388,771.2
WI,OV521,504.8,718.77,1604.8
WI,PX207,11582.4,19202.12,39907.2
WV,ES001,578.4,862.33,1673.6
WV,IM104,465.6,740.11,1569.6
WV,IM403,216,262.87,449.6
WV,IM601,33.6,53.35,89.6
WV,IM606,51.2,62.08,116.8
WV,IM627,54.4,72.75,131.2
WV,LT105,8,13.58,24
WV,LT106,10.4,14.55,24
WV,LT211,3.2,3.88,6.4
WV,LT213,4.8,5.82,9.6
WV,LT219,8,14.55,24
WV,LT313,16.8,29.1,67.2
WV,LT315,12,21.34,36.8
WV,LT403,87.2,106.7,179.2
WV,LT503,20,24.25,40
WV,OV116,68,83.42,139.2
WV,OV307,40.8,49.47,84.8
WV,OV411,209.6,254.14,419.2
WV,OV412,209.6,254.14,419.2
WV,OV521,466.4,644.08,1124.8
WY,IM601,67.2,104.76,176
WY,IM606,67.2,95.06,158.4
WY,IM627,85.6,105.73,174.4
WY,LT105,21.6,30.07,51.2
WY,LT106,15.2,25.22,41.6
WY,LT403,104.8,155.2,289.6
WY,OV116,85.6,122.22,211.2
WY,OV307,52.8,74.69,136
